,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Date_No
52006,717,1,15-06-2015,737,Open,Yes,No Holiday,No,2015.54109589
52007,718,1,15-06-2015,1068,Open,Yes,No Holiday,No,2015.54109589
52008,719,1,15-06-2015,613,Open,Yes,No Holiday,No,2015.54109589
52009,720,1,15-06-2015,812,Open,Yes,No Holiday,No,2015.54109589
52010,721,1,15-06-2015,824,Open,Yes,No Holiday,No,2015.54109589
52011,722,1,15-06-2015,1397,Open,Yes,No Holiday,No,2015.54109589
52012,723,1,15-06-2015,816,Open,Yes,No Holiday,No,2015.54109589
52013,724,1,15-06-2015,915,Open,Yes,No Holiday,No,2015.54109589
52014,725,1,15-06-2015,689,Open,Yes,No Holiday,No,2015.54109589
52015,726,1,15-06-2015,1492,Open,Yes,No Holiday,No,2015.54109589
52016,727,1,15-06-2015,583,Open,Yes,No Holiday,No,2015.54109589
52017,728,1,15-06-2015,549,Open,Yes,No Holiday,No,2015.54109589
52018,729,1,15-06-2015,1481,Open,Yes,No Holiday,No,2015.54109589
52019,730,1,15-06-2015,1056,Open,Yes,No Holiday,No,2015.54109589
52020,731,1,15-06-2015,1157,Open,Yes,No Holiday,No,2015.54109589
52021,732,1,15-06-2015,1048,Open,Yes,No Holiday,No,2015.54109589
52022,733,1,15-06-2015,3455,Open,Yes,No Holiday,No,2015.54109589
52023,734,1,15-06-2015,744,Open,Yes,No Holiday,No,2015.54109589
52024,735,1,15-06-2015,846,Open,Yes,No Holiday,No,2015.54109589
52025,736,1,15-06-2015,551,Open,Yes,No Holiday,No,2015.54109589
52026,737,1,15-06-2015,1245,Open,Yes,No Holiday,No,2015.54109589
52027,738,1,15-06-2015,950,Open,Yes,No Holiday,No,2015.54109589
52028,739,1,15-06-2015,1182,Open,Yes,No Holiday,No,2015.54109589
52029,740,1,15-06-2015,742,Open,Yes,No Holiday,No,2015.54109589
52030,741,1,15-06-2015,1202,Open,Yes,No Holiday,No,2015.54109589
52031,742,1,15-06-2015,1200,Open,Yes,No Holiday,No,2015.54109589
52032,743,1,15-06-2015,615,Open,Yes,No Holiday,No,2015.54109589
52033,744,1,15-06-2015,877,Open,Yes,No Holiday,No,2015.54109589
52034,745,1,15-06-2015,1031,Open,Yes,No Holiday,No,2015.54109589
52035,746,1,15-06-2015,764,Open,Yes,No Holiday,No,2015.54109589
52036,747,1,15-06-2015,801,Open,Yes,No Holiday,No,2015.54109589
52037,748,1,15-06-2015,660,Open,Yes,No Holiday,No,2015.54109589
52038,749,1,15-06-2015,749,Open,Yes,No Holiday,No,2015.54109589
52039,750,1,15-06-2015,515,Open,Yes,No Holiday,No,2015.54109589
52040,751,1,15-06-2015,751,Open,Yes,No Holiday,No,2015.54109589
52041,752,1,15-06-2015,651,Open,Yes,No Holiday,No,2015.54109589
52042,753,1,15-06-2015,1004,Open,Yes,No Holiday,No,2015.54109589
52043,754,1,15-06-2015,1050,Open,Yes,No Holiday,No,2015.54109589
52044,755,1,15-06-2015,1073,Open,Yes,No Holiday,No,2015.54109589
52045,756,1,15-06-2015,2671,Open,Yes,No Holiday,No,2015.54109589
52046,757,1,15-06-2015,783,Open,Yes,No Holiday,No,2015.54109589
52047,758,1,15-06-2015,855,Open,Yes,No Holiday,No,2015.54109589
52048,759,1,15-06-2015,1091,Open,Yes,No Holiday,No,2015.54109589
52049,760,1,15-06-2015,1358,Open,Yes,No Holiday,No,2015.54109589
52050,761,1,15-06-2015,1440,Open,Yes,No Holiday,No,2015.54109589
52051,762,1,15-06-2015,592,Open,Yes,No Holiday,No,2015.54109589
52052,763,1,15-06-2015,734,Open,Yes,No Holiday,No,2015.54109589
52053,764,1,15-06-2015,495,Open,Yes,No Holiday,No,2015.54109589
52054,765,1,15-06-2015,905,Open,Yes,No Holiday,No,2015.54109589
52055,766,1,15-06-2015,697,Open,Yes,No Holiday,No,2015.54109589
52056,767,1,15-06-2015,749,Open,Yes,No Holiday,No,2015.54109589
52057,768,1,15-06-2015,1872,Open,Yes,No Holiday,No,2015.54109589
52058,769,1,15-06-2015,3751,Open,Yes,No Holiday,No,2015.54109589
52059,770,1,15-06-2015,870,Open,Yes,No Holiday,No,2015.54109589
52060,771,1,15-06-2015,776,Open,Yes,No Holiday,No,2015.54109589
52061,772,1,15-06-2015,623,Open,Yes,No Holiday,No,2015.54109589
52062,773,1,15-06-2015,921,Open,Yes,No Holiday,No,2015.54109589
52063,774,1,15-06-2015,954,Open,Yes,No Holiday,No,2015.54109589
52064,775,1,15-06-2015,750,Open,Yes,No Holiday,No,2015.54109589
52065,776,1,15-06-2015,719,Open,Yes,No Holiday,No,2015.54109589
52066,777,1,15-06-2015,434,Open,Yes,No Holiday,No,2015.54109589
52067,778,1,15-06-2015,857,Open,Yes,No Holiday,No,2015.54109589
52068,779,1,15-06-2015,973,Open,Yes,No Holiday,No,2015.54109589
52069,780,1,15-06-2015,1066,Open,Yes,No Holiday,No,2015.54109589
52070,781,1,15-06-2015,962,Open,Yes,No Holiday,No,2015.54109589
52071,782,1,15-06-2015,655,Open,Yes,No Holiday,No,2015.54109589
52072,783,1,15-06-2015,843,Open,Yes,No Holiday,No,2015.54109589
52073,784,1,15-06-2015,1033,Open,Yes,No Holiday,No,2015.54109589
52074,785,1,15-06-2015,880,Open,Yes,No Holiday,No,2015.54109589
52075,786,1,15-06-2015,785,Open,Yes,No Holiday,No,2015.54109589
52076,787,1,15-06-2015,1511,Open,Yes,No Holiday,No,2015.54109589
52077,788,1,15-06-2015,2168,Open,Yes,No Holiday,No,2015.54109589
52078,789,1,15-06-2015,455,Open,Yes,No Holiday,No,2015.54109589
52079,790,1,15-06-2015,879,Open,Yes,No Holiday,No,2015.54109589
52080,791,1,15-06-2015,1284,Open,Yes,No Holiday,No,2015.54109589
52081,792,1,15-06-2015,918,Open,Yes,No Holiday,No,2015.54109589
52082,793,1,15-06-2015,788,Open,Yes,No Holiday,No,2015.54109589
52083,794,1,15-06-2015,642,Open,Yes,No Holiday,No,2015.54109589
52084,795,1,15-06-2015,656,Open,Yes,No Holiday,No,2015.54109589
52085,796,1,15-06-2015,1001,Open,Yes,No Holiday,No,2015.54109589
52086,797,1,15-06-2015,473,Open,Yes,No Holiday,No,2015.54109589
52087,798,1,15-06-2015,1316,Open,Yes,No Holiday,No,2015.54109589
52088,799,1,15-06-2015,1115,Open,Yes,No Holiday,No,2015.54109589
52089,800,1,15-06-2015,610,Open,Yes,No Holiday,No,2015.54109589
52090,801,1,15-06-2015,662,Open,Yes,No Holiday,No,2015.54109589
52091,802,1,15-06-2015,635,Open,Yes,No Holiday,No,2015.54109589
52092,803,1,15-06-2015,622,Open,Yes,No Holiday,No,2015.54109589
52093,804,1,15-06-2015,526,Open,Yes,No Holiday,No,2015.54109589
52094,805,1,15-06-2015,727,Open,Yes,No Holiday,No,2015.54109589
52095,806,1,15-06-2015,753,Open,Yes,No Holiday,No,2015.54109589
52096,807,1,15-06-2015,1272,Open,Yes,No Holiday,No,2015.54109589
52097,808,1,15-06-2015,812,Open,Yes,No Holiday,No,2015.54109589
52098,809,1,15-06-2015,1096,Open,Yes,No Holiday,No,2015.54109589
52099,810,1,15-06-2015,559,Open,Yes,No Holiday,No,2015.54109589
52100,811,1,15-06-2015,814,Open,Yes,No Holiday,No,2015.54109589
52101,812,1,15-06-2015,1076,Open,Yes,No Holiday,No,2015.54109589
52102,813,1,15-06-2015,788,Open,Yes,No Holiday,No,2015.54109589
52103,814,1,15-06-2015,964,Open,Yes,No Holiday,No,2015.54109589
52104,815,1,15-06-2015,622,Open,Yes,No Holiday,No,2015.54109589
52105,816,1,15-06-2015,867,Open,Yes,No Holiday,No,2015.54109589
52106,817,1,15-06-2015,3609,Open,Yes,No Holiday,No,2015.54109589
52107,818,1,15-06-2015,1022,Open,Yes,No Holiday,No,2015.54109589
52108,819,1,15-06-2015,671,Open,Yes,No Holiday,No,2015.54109589
52109,820,1,15-06-2015,1052,Open,Yes,No Holiday,No,2015.54109589
52110,821,1,15-06-2015,1142,Open,Yes,No Holiday,No,2015.54109589
52111,822,1,15-06-2015,773,Open,Yes,No Holiday,No,2015.54109589
52112,823,1,15-06-2015,725,Open,Yes,No Holiday,No,2015.54109589
52113,824,1,15-06-2015,1156,Open,Yes,No Holiday,No,2015.54109589
52114,825,1,15-06-2015,562,Open,Yes,No Holiday,No,2015.54109589
52115,826,1,15-06-2015,1023,Open,Yes,No Holiday,No,2015.54109589
52116,827,1,15-06-2015,1987,Open,Yes,No Holiday,No,2015.54109589
52117,828,1,15-06-2015,818,Open,Yes,No Holiday,No,2015.54109589
52118,829,1,15-06-2015,892,Open,Yes,No Holiday,No,2015.54109589
52119,830,1,15-06-2015,733,Open,Yes,No Holiday,No,2015.54109589
52120,831,1,15-06-2015,2104,Open,Yes,No Holiday,No,2015.54109589
52121,832,1,15-06-2015,691,Open,Yes,No Holiday,No,2015.54109589
52122,833,1,15-06-2015,614,Open,Yes,No Holiday,No,2015.54109589
52123,834,1,15-06-2015,871,Open,Yes,No Holiday,No,2015.54109589
52124,835,1,15-06-2015,870,Open,Yes,No Holiday,No,2015.54109589
52125,836,1,15-06-2015,1054,Open,Yes,No Holiday,No,2015.54109589
52126,837,1,15-06-2015,673,Open,Yes,No Holiday,No,2015.54109589
52127,838,1,15-06-2015,1102,Open,Yes,No Holiday,No,2015.54109589
52128,839,1,15-06-2015,738,Open,Yes,No Holiday,No,2015.54109589
52129,840,1,15-06-2015,1059,Open,Yes,No Holiday,No,2015.54109589
52130,841,1,15-06-2015,482,Open,Yes,No Holiday,No,2015.54109589
52131,842,1,15-06-2015,1501,Open,Yes,No Holiday,No,2015.54109589
52132,843,1,15-06-2015,1246,Open,Yes,No Holiday,No,2015.54109589
52133,844,1,15-06-2015,688,Open,Yes,No Holiday,No,2015.54109589
52134,845,1,15-06-2015,444,Open,Yes,No Holiday,No,2015.54109589
52135,846,1,15-06-2015,1090,Open,Yes,No Holiday,No,2015.54109589
52136,847,1,15-06-2015,1073,Open,Yes,No Holiday,No,2015.54109589
52137,848,1,15-06-2015,935,Open,Yes,No Holiday,No,2015.54109589
52138,849,1,15-06-2015,977,Open,Yes,No Holiday,No,2015.54109589
52139,850,1,15-06-2015,839,Open,Yes,No Holiday,No,2015.54109589
52140,851,1,15-06-2015,520,Open,Yes,No Holiday,No,2015.54109589
52141,852,1,15-06-2015,747,Open,Yes,No Holiday,No,2015.54109589
52142,853,1,15-06-2015,1257,Open,Yes,No Holiday,No,2015.54109589
52143,854,1,15-06-2015,839,Open,Yes,No Holiday,No,2015.54109589
52144,855,1,15-06-2015,855,Open,Yes,No Holiday,No,2015.54109589
52145,856,1,15-06-2015,1188,Open,Yes,No Holiday,No,2015.54109589
52146,857,1,15-06-2015,1096,Open,Yes,No Holiday,No,2015.54109589
52147,858,1,15-06-2015,475,Open,Yes,No Holiday,No,2015.54109589
52148,859,1,15-06-2015,926,Open,Yes,No Holiday,No,2015.54109589
52149,860,1,15-06-2015,885,Open,Yes,No Holiday,No,2015.54109589
52150,861,1,15-06-2015,618,Open,Yes,No Holiday,No,2015.54109589
52151,862,1,15-06-2015,1322,Open,Yes,No Holiday,No,2015.54109589
52152,863,1,15-06-2015,1245,Open,Yes,No Holiday,No,2015.54109589
52153,864,1,15-06-2015,725,Open,Yes,No Holiday,No,2015.54109589
52154,865,1,15-06-2015,831,Open,Yes,No Holiday,No,2015.54109589
52155,866,1,15-06-2015,627,Open,Yes,No Holiday,No,2015.54109589
52156,867,1,15-06-2015,529,Open,Yes,No Holiday,No,2015.54109589
52157,868,1,15-06-2015,845,Open,Yes,No Holiday,No,2015.54109589
52158,869,1,15-06-2015,1169,Open,Yes,No Holiday,No,2015.54109589
52159,870,1,15-06-2015,1025,Open,Yes,No Holiday,No,2015.54109589
52160,871,1,15-06-2015,630,Open,Yes,No Holiday,No,2015.54109589
52161,872,1,15-06-2015,1036,Open,Yes,No Holiday,No,2015.54109589
52162,873,1,15-06-2015,512,Open,Yes,No Holiday,No,2015.54109589
52163,874,1,15-06-2015,653,Open,Yes,No Holiday,No,2015.54109589
52164,875,1,15-06-2015,619,Open,Yes,No Holiday,No,2015.54109589
52165,876,1,15-06-2015,1429,Open,Yes,No Holiday,No,2015.54109589
52166,877,1,15-06-2015,1020,Open,Yes,No Holiday,No,2015.54109589
52167,878,1,15-06-2015,1109,Open,Yes,No Holiday,No,2015.54109589
52168,879,1,15-06-2015,496,Open,Yes,No Holiday,No,2015.54109589
52169,880,1,15-06-2015,1059,Open,Yes,No Holiday,No,2015.54109589
52170,881,1,15-06-2015,823,Open,Yes,No Holiday,No,2015.54109589
52171,882,1,15-06-2015,970,Open,Yes,No Holiday,No,2015.54109589
52172,883,1,15-06-2015,678,Open,Yes,No Holiday,No,2015.54109589
52173,884,1,15-06-2015,819,Open,Yes,No Holiday,No,2015.54109589
52174,885,1,15-06-2015,884,Open,Yes,No Holiday,No,2015.54109589
52175,886,1,15-06-2015,863,Open,Yes,No Holiday,No,2015.54109589
52176,887,1,15-06-2015,812,Open,Yes,No Holiday,No,2015.54109589
52177,888,1,15-06-2015,936,Open,Yes,No Holiday,No,2015.54109589
52178,889,1,15-06-2015,566,Open,Yes,No Holiday,No,2015.54109589
52179,890,1,15-06-2015,617,Open,Yes,No Holiday,No,2015.54109589
52180,891,1,15-06-2015,1146,Open,Yes,No Holiday,No,2015.54109589
52181,892,1,15-06-2015,993,Open,Yes,No Holiday,No,2015.54109589
52182,893,1,15-06-2015,768,Open,Yes,No Holiday,No,2015.54109589
52183,894,1,15-06-2015,1348,Open,Yes,No Holiday,No,2015.54109589
52184,895,1,15-06-2015,1169,Open,Yes,No Holiday,No,2015.54109589
52185,896,1,15-06-2015,1167,Open,Yes,No Holiday,No,2015.54109589
52186,897,1,15-06-2015,346,Open,Yes,No Holiday,No,2015.54109589
52187,898,1,15-06-2015,1059,Open,Yes,No Holiday,No,2015.54109589
52188,899,1,15-06-2015,870,Open,Yes,No Holiday,No,2015.54109589
52189,900,1,15-06-2015,576,Open,Yes,No Holiday,No,2015.54109589
52190,901,1,15-06-2015,875,Open,Yes,No Holiday,No,2015.54109589
52191,902,1,15-06-2015,592,Open,Yes,No Holiday,No,2015.54109589
52192,903,1,15-06-2015,953,Open,Yes,No Holiday,No,2015.54109589
52193,904,1,15-06-2015,557,Open,Yes,No Holiday,No,2015.54109589
52194,905,1,15-06-2015,1279,Open,Yes,No Holiday,No,2015.54109589
52195,906,1,15-06-2015,1550,Open,Yes,No Holiday,No,2015.54109589
52196,907,1,15-06-2015,973,Open,Yes,No Holiday,No,2015.54109589
52197,908,1,15-06-2015,555,Open,Yes,No Holiday,No,2015.54109589
52198,909,1,15-06-2015,1322,Open,Yes,No Holiday,No,2015.54109589
52199,910,1,15-06-2015,769,Open,Yes,No Holiday,No,2015.54109589
52200,911,1,15-06-2015,1163,Open,Yes,No Holiday,No,2015.54109589
52201,912,1,15-06-2015,798,Open,Yes,No Holiday,No,2015.54109589
52202,913,1,15-06-2015,1415,Open,Yes,No Holiday,No,2015.54109589
52203,914,1,15-06-2015,1304,Open,Yes,No Holiday,No,2015.54109589
52204,915,1,15-06-2015,506,Open,Yes,No Holiday,No,2015.54109589
52205,916,1,15-06-2015,857,Open,Yes,No Holiday,No,2015.54109589
52206,917,1,15-06-2015,990,Open,Yes,No Holiday,No,2015.54109589
52207,918,1,15-06-2015,733,Open,Yes,No Holiday,No,2015.54109589
52208,919,1,15-06-2015,884,Open,Yes,No Holiday,No,2015.54109589
52209,920,1,15-06-2015,613,Open,Yes,No Holiday,No,2015.54109589
52210,921,1,15-06-2015,1408,Open,Yes,No Holiday,No,2015.54109589
52211,922,1,15-06-2015,937,Open,Yes,No Holiday,No,2015.54109589
52212,923,1,15-06-2015,743,Open,Yes,No Holiday,No,2015.54109589
52213,924,1,15-06-2015,550,Open,Yes,No Holiday,No,2015.54109589
52214,925,1,15-06-2015,1185,Open,Yes,No Holiday,No,2015.54109589
52215,926,1,15-06-2015,729,Open,Yes,No Holiday,No,2015.54109589
52216,927,1,15-06-2015,1196,Open,Yes,No Holiday,No,2015.54109589
52217,928,1,15-06-2015,979,Open,Yes,No Holiday,No,2015.54109589
52218,929,1,15-06-2015,833,Open,Yes,No Holiday,No,2015.54109589
52219,930,1,15-06-2015,1384,Open,Yes,No Holiday,No,2015.54109589
52220,931,1,15-06-2015,545,Open,Yes,No Holiday,No,2015.54109589
52221,932,1,15-06-2015,942,Open,Yes,No Holiday,No,2015.54109589
52222,933,1,15-06-2015,1116,Open,Yes,No Holiday,No,2015.54109589
52223,934,1,15-06-2015,834,Open,Yes,No Holiday,No,2015.54109589
52224,935,1,15-06-2015,805,Open,Yes,No Holiday,No,2015.54109589
52225,936,1,15-06-2015,1075,Open,Yes,No Holiday,No,2015.54109589
52226,937,1,15-06-2015,795,Open,Yes,No Holiday,No,2015.54109589
52227,938,1,15-06-2015,1163,Open,Yes,No Holiday,No,2015.54109589
52228,939,1,15-06-2015,770,Open,Yes,No Holiday,No,2015.54109589
52229,940,1,15-06-2015,1033,Open,Yes,No Holiday,No,2015.54109589
52230,941,1,15-06-2015,627,Open,Yes,No Holiday,No,2015.54109589
52231,942,1,15-06-2015,678,Open,Yes,No Holiday,No,2015.54109589
52232,943,1,15-06-2015,785,Open,Yes,No Holiday,No,2015.54109589
52233,944,1,15-06-2015,1257,Open,Yes,No Holiday,No,2015.54109589
52234,945,1,15-06-2015,674,Open,Yes,No Holiday,No,2015.54109589
52235,946,1,15-06-2015,682,Open,Yes,No Holiday,No,2015.54109589
52236,947,1,15-06-2015,1121,Open,Yes,No Holiday,No,2015.54109589
52237,948,1,15-06-2015,2172,Open,Yes,No Holiday,No,2015.54109589
52238,949,1,15-06-2015,703,Open,Yes,No Holiday,No,2015.54109589
52239,950,1,15-06-2015,813,Open,Yes,No Holiday,No,2015.54109589
52240,951,1,15-06-2015,999,Open,Yes,No Holiday,No,2015.54109589
52241,952,1,15-06-2015,609,Open,Yes,No Holiday,No,2015.54109589
52242,953,1,15-06-2015,743,Open,Yes,No Holiday,No,2015.54109589
52243,954,1,15-06-2015,1145,Open,Yes,No Holiday,No,2015.54109589
52244,955,1,15-06-2015,651,Open,Yes,No Holiday,No,2015.54109589
52245,956,1,15-06-2015,564,Open,Yes,No Holiday,No,2015.54109589
52246,957,1,15-06-2015,1347,Open,Yes,No Holiday,No,2015.54109589
52247,958,1,15-06-2015,642,Open,Yes,No Holiday,No,2015.54109589
52248,959,1,15-06-2015,998,Open,Yes,No Holiday,No,2015.54109589
52249,960,1,15-06-2015,732,Open,Yes,No Holiday,No,2015.54109589
52250,961,1,15-06-2015,913,Open,Yes,No Holiday,No,2015.54109589
52251,962,1,15-06-2015,1189,Open,Yes,No Holiday,No,2015.54109589
52252,963,1,15-06-2015,1585,Open,Yes,No Holiday,No,2015.54109589
52253,964,1,15-06-2015,1482,Open,Yes,No Holiday,No,2015.54109589
52254,965,1,15-06-2015,1055,Open,Yes,No Holiday,No,2015.54109589
52255,966,1,15-06-2015,763,Open,Yes,No Holiday,No,2015.54109589
52256,967,1,15-06-2015,1048,Open,Yes,No Holiday,No,2015.54109589
52257,968,1,15-06-2015,1061,Open,Yes,No Holiday,No,2015.54109589
52258,969,1,15-06-2015,770,Open,Yes,No Holiday,No,2015.54109589
52259,970,1,15-06-2015,480,Open,Yes,No Holiday,No,2015.54109589
52260,971,1,15-06-2015,1143,Open,Yes,No Holiday,No,2015.54109589
52261,972,1,15-06-2015,566,Open,Yes,No Holiday,No,2015.54109589
52262,973,1,15-06-2015,1125,Open,Yes,No Holiday,No,2015.54109589
52263,974,1,15-06-2015,1829,Open,Yes,No Holiday,No,2015.54109589
52264,975,1,15-06-2015,887,Open,Yes,No Holiday,No,2015.54109589
52265,976,1,15-06-2015,991,Open,Yes,No Holiday,No,2015.54109589
52266,977,1,15-06-2015,746,Open,Yes,No Holiday,No,2015.54109589
52267,978,1,15-06-2015,1413,Open,Yes,No Holiday,No,2015.54109589
52268,979,1,15-06-2015,849,Open,Yes,No Holiday,No,2015.54109589
52269,980,1,15-06-2015,684,Open,Yes,No Holiday,No,2015.54109589
52270,981,1,15-06-2015,982,Open,Yes,No Holiday,No,2015.54109589
52271,982,1,15-06-2015,1042,Open,Yes,No Holiday,No,2015.54109589
52272,983,1,15-06-2015,1480,Open,Yes,No Holiday,No,2015.54109589
52273,984,1,15-06-2015,900,Open,Yes,No Holiday,No,2015.54109589
52274,985,1,15-06-2015,962,Open,Yes,No Holiday,No,2015.54109589
52275,986,1,15-06-2015,807,Open,Yes,No Holiday,No,2015.54109589
52276,987,1,15-06-2015,1107,Open,Yes,No Holiday,No,2015.54109589
52277,988,1,15-06-2015,865,Open,Yes,No Holiday,No,2015.54109589
52278,989,1,15-06-2015,567,Open,Yes,No Holiday,No,2015.54109589
52279,990,1,15-06-2015,705,Open,Yes,No Holiday,No,2015.54109589
52280,991,1,15-06-2015,660,Open,Yes,No Holiday,No,2015.54109589
52281,992,1,15-06-2015,856,Open,Yes,No Holiday,No,2015.54109589
52282,993,1,15-06-2015,998,Open,Yes,No Holiday,No,2015.54109589
52283,994,1,15-06-2015,714,Open,Yes,No Holiday,No,2015.54109589
52284,995,1,15-06-2015,1007,Open,Yes,No Holiday,No,2015.54109589
52285,996,1,15-06-2015,1111,Open,Yes,No Holiday,No,2015.54109589
52286,997,1,15-06-2015,571,Open,Yes,No Holiday,No,2015.54109589
52287,998,1,15-06-2015,672,Open,Yes,No Holiday,No,2015.54109589
52288,999,1,15-06-2015,920,Open,Yes,No Holiday,No,2015.54109589
52289,1000,1,15-06-2015,646,Open,Yes,No Holiday,No,2015.54109589
52290,1001,1,15-06-2015,864,Open,Yes,No Holiday,No,2015.54109589
52291,1002,1,15-06-2015,943,Open,Yes,No Holiday,No,2015.54109589
52292,1003,1,15-06-2015,966,Open,Yes,No Holiday,No,2015.54109589
52293,1004,1,15-06-2015,684,Open,Yes,No Holiday,No,2015.54109589
52294,1005,1,15-06-2015,1152,Open,Yes,No Holiday,No,2015.54109589
52295,1006,1,15-06-2015,1083,Open,Yes,No Holiday,No,2015.54109589
52296,1007,1,15-06-2015,932,Open,Yes,No Holiday,No,2015.54109589
52297,1008,1,15-06-2015,941,Open,Yes,No Holiday,No,2015.54109589
52298,1009,1,15-06-2015,482,Open,Yes,No Holiday,No,2015.54109589
52299,1010,1,15-06-2015,964,Open,Yes,No Holiday,No,2015.54109589
52300,1011,1,15-06-2015,1016,Open,Yes,No Holiday,No,2015.54109589
52301,1012,1,15-06-2015,609,Open,Yes,No Holiday,No,2015.54109589
52302,1013,1,15-06-2015,567,Open,Yes,No Holiday,No,2015.54109589
52303,1014,1,15-06-2015,1669,Open,Yes,No Holiday,No,2015.54109589
52304,1015,1,15-06-2015,651,Open,Yes,No Holiday,No,2015.54109589
52305,1016,1,15-06-2015,738,Open,Yes,No Holiday,No,2015.54109589
52306,1017,1,15-06-2015,1115,Open,Yes,No Holiday,No,2015.54109589
52307,1018,1,15-06-2015,1507,Open,Yes,No Holiday,No,2015.54109589
52308,1019,1,15-06-2015,1029,Open,Yes,No Holiday,No,2015.54109589
52309,1020,1,15-06-2015,1218,Open,Yes,No Holiday,No,2015.54109589
52310,1021,1,15-06-2015,1293,Open,Yes,No Holiday,No,2015.54109589
52311,1022,1,15-06-2015,1086,Open,Yes,No Holiday,No,2015.54109589
52312,1023,1,15-06-2015,772,Open,Yes,No Holiday,No,2015.54109589
52313,1024,1,15-06-2015,857,Open,Yes,No Holiday,No,2015.54109589
52314,1025,1,15-06-2015,1102,Open,Yes,No Holiday,No,2015.54109589
52315,1026,1,15-06-2015,1475,Open,Yes,No Holiday,No,2015.54109589
52316,1027,1,15-06-2015,2121,Open,Yes,No Holiday,No,2015.54109589
52317,1028,1,15-06-2015,812,Open,Yes,No Holiday,No,2015.54109589
52318,1029,1,15-06-2015,1005,Open,Yes,No Holiday,No,2015.54109589
52319,1030,1,15-06-2015,443,Open,Yes,No Holiday,No,2015.54109589
52320,1031,1,15-06-2015,672,Open,Yes,No Holiday,No,2015.54109589
52321,1032,1,15-06-2015,1268,Open,Yes,No Holiday,No,2015.54109589
52322,1033,1,15-06-2015,1792,Open,Yes,No Holiday,No,2015.54109589
52323,1034,1,15-06-2015,1006,Open,Yes,No Holiday,No,2015.54109589
52324,1035,1,15-06-2015,831,Open,Yes,No Holiday,No,2015.54109589
52325,1036,1,15-06-2015,563,Open,Yes,No Holiday,No,2015.54109589
52326,1037,1,15-06-2015,1048,Open,Yes,No Holiday,No,2015.54109589
52327,1038,1,15-06-2015,637,Open,Yes,No Holiday,No,2015.54109589
52328,1039,1,15-06-2015,1185,Open,Yes,No Holiday,No,2015.54109589
52329,1040,1,15-06-2015,1128,Open,Yes,No Holiday,No,2015.54109589
52330,1041,1,15-06-2015,631,Open,Yes,No Holiday,No,2015.54109589
52331,1042,1,15-06-2015,670,Open,Yes,No Holiday,No,2015.54109589
52332,1043,1,15-06-2015,1257,Open,Yes,No Holiday,No,2015.54109589
52333,1044,1,15-06-2015,1095,Open,Yes,No Holiday,No,2015.54109589
52334,1045,1,15-06-2015,1224,Open,Yes,No Holiday,No,2015.54109589
52335,1046,1,15-06-2015,989,Open,Yes,No Holiday,No,2015.54109589
52336,1047,1,15-06-2015,675,Open,Yes,No Holiday,No,2015.54109589
52337,1048,1,15-06-2015,748,Open,Yes,No Holiday,No,2015.54109589
52338,1049,1,15-06-2015,641,Open,Yes,No Holiday,No,2015.54109589
52339,1050,1,15-06-2015,550,Open,Yes,No Holiday,No,2015.54109589
52340,1051,1,15-06-2015,1268,Open,Yes,No Holiday,No,2015.54109589
52341,1052,1,15-06-2015,987,Open,Yes,No Holiday,No,2015.54109589
52342,1053,1,15-06-2015,1320,Open,Yes,No Holiday,No,2015.54109589
52343,1054,1,15-06-2015,839,Open,Yes,No Holiday,No,2015.54109589
52344,1055,1,15-06-2015,1221,Open,Yes,No Holiday,No,2015.54109589
52345,1056,1,15-06-2015,604,Open,Yes,No Holiday,No,2015.54109589
52346,1057,1,15-06-2015,753,Open,Yes,No Holiday,No,2015.54109589
52347,1058,1,15-06-2015,955,Open,Yes,No Holiday,No,2015.54109589
52348,1059,1,15-06-2015,1346,Open,Yes,No Holiday,No,2015.54109589
52349,1060,1,15-06-2015,1012,Open,Yes,No Holiday,No,2015.54109589
52350,1061,1,15-06-2015,768,Open,Yes,No Holiday,No,2015.54109589
52351,1062,1,15-06-2015,735,Open,Yes,No Holiday,No,2015.54109589
52352,1063,1,15-06-2015,702,Open,Yes,No Holiday,No,2015.54109589
52353,1064,1,15-06-2015,1310,Open,Yes,No Holiday,No,2015.54109589
52354,1065,1,15-06-2015,585,Open,Yes,No Holiday,No,2015.54109589
52355,1066,1,15-06-2015,1300,Open,Yes,No Holiday,No,2015.54109589
52356,1067,1,15-06-2015,666,Open,Yes,No Holiday,No,2015.54109589
52357,1068,1,15-06-2015,433,Open,Yes,No Holiday,No,2015.54109589
52358,1069,1,15-06-2015,983,Open,Yes,No Holiday,No,2015.54109589
52359,1070,1,15-06-2015,1009,Open,Yes,No Holiday,No,2015.54109589
52360,1071,1,15-06-2015,923,Open,Yes,No Holiday,No,2015.54109589
52361,1072,1,15-06-2015,928,Open,Yes,No Holiday,No,2015.54109589
52362,1073,1,15-06-2015,1406,Open,Yes,No Holiday,No,2015.54109589
52363,1074,1,15-06-2015,729,Open,Yes,No Holiday,No,2015.54109589
52364,1075,1,15-06-2015,1250,Open,Yes,No Holiday,No,2015.54109589
52365,1076,1,15-06-2015,749,Open,Yes,No Holiday,No,2015.54109589
52366,1077,1,15-06-2015,689,Open,Yes,No Holiday,No,2015.54109589
