,Unnamed: 0,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Promo2On,Promo2Date
36945,36945,151,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36946,36946,152,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36947,36947,153,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36948,36948,154,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36949,36949,155,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36950,36950,156,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.26923077
36951,36951,157,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36952,36952,158,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36953,36953,159,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36954,36954,160,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36955,36955,161,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36956,36956,162,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36957,36957,163,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36958,36958,164,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36959,36959,165,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36960,36960,166,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36961,36961,167,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36962,36962,168,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36963,36963,169,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36964,36964,170,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36965,36965,171,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36966,36966,172,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36967,36967,173,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36968,36968,174,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36969,36969,175,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36970,36970,176,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36971,36971,177,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36972,36972,178,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36973,36973,179,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36974,36974,180,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36975,36975,181,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36976,36976,182,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.17307692
36977,36977,183,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36978,36978,184,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36979,36979,185,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36980,36980,186,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36981,36981,187,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36982,36982,188,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36983,36983,189,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36984,36984,190,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36985,36985,191,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36986,36986,192,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36987,36987,193,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36988,36988,194,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36989,36989,195,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36990,36990,196,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36991,36991,197,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36992,36992,198,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36993,36993,199,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.26923077
36994,36994,200,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36995,36995,201,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.34615385
36996,36996,202,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36997,36997,203,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36998,36998,204,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
36999,36999,205,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37000,37000,206,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37001,37001,207,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37002,37002,208,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37003,37003,209,7,28-06-2015,225,Open,No,No Holiday,No,0,0.0
37004,37004,210,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37005,37005,211,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37006,37006,212,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37007,37007,213,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37008,37008,214,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37009,37009,215,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37010,37010,216,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37011,37011,217,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37012,37012,218,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.17307692
37013,37013,219,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37014,37014,220,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37015,37015,221,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37016,37016,222,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37017,37017,223,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37018,37018,224,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37019,37019,225,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37020,37020,226,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37021,37021,227,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37022,37022,228,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37023,37023,229,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37024,37024,230,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37025,37025,231,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37026,37026,232,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.19230769
37027,37027,233,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37028,37028,234,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37029,37029,235,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37030,37030,236,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37031,37031,237,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37032,37032,238,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37033,37033,239,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37034,37034,240,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37035,37035,241,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37036,37036,242,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37037,37037,243,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37038,37038,244,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37039,37039,245,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37040,37040,246,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37041,37041,247,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37042,37042,248,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37043,37043,249,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37044,37044,250,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37045,37045,251,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37046,37046,252,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37047,37047,253,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37048,37048,254,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.01923077
37049,37049,255,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37050,37050,256,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37051,37051,257,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37052,37052,258,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37053,37053,259,7,28-06-2015,3048,Open,No,No Holiday,No,0,0.0
37054,37054,260,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37055,37055,261,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37056,37056,262,7,28-06-2015,4450,Open,No,No Holiday,No,0,0.0
37057,37057,263,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37058,37058,264,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37059,37059,265,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37060,37060,266,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.17307692
37061,37061,267,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37062,37062,268,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37063,37063,269,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37064,37064,270,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37065,37065,271,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37066,37066,272,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37067,37067,273,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37068,37068,274,7,28-06-2015,1579,Open,No,No Holiday,No,0,0.0
37069,37069,275,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37070,37070,276,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.69230769
37071,37071,277,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37072,37072,278,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37073,37073,279,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37074,37074,280,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37075,37075,281,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37076,37076,282,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37077,37077,283,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37078,37078,284,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37079,37079,285,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37080,37080,286,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37081,37081,287,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37082,37082,288,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.26923077
37083,37083,289,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37084,37084,290,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37085,37085,291,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37086,37086,292,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37087,37087,293,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37088,37088,294,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37089,37089,295,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.69230769
37090,37090,296,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37091,37091,297,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37092,37092,298,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37093,37093,299,7,28-06-2015,364,Open,No,No Holiday,No,0,0.0
37094,37094,300,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37095,37095,301,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37096,37096,302,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.17307692
37097,37097,303,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37098,37098,304,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37099,37099,305,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.59615385
37100,37100,306,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37101,37101,307,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37102,37102,308,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37103,37103,309,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37104,37104,310,7,28-06-2015,256,Open,No,No Holiday,No,1,2014.19230769
37105,37105,311,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37106,37106,312,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37107,37107,313,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37108,37108,314,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37109,37109,315,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37110,37110,316,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37111,37111,317,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37112,37112,318,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37113,37113,319,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.51923077
37114,37114,320,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37115,37115,321,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37116,37116,322,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37117,37117,323,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37118,37118,324,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37119,37119,325,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37120,37120,326,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37121,37121,327,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37122,37122,328,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37123,37123,329,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.42307692
37124,37124,330,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.42307692
37125,37125,331,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37126,37126,332,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37127,37127,333,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37128,37128,334,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.34615385
37129,37129,335,7,28-06-2015,1448,Open,No,No Holiday,No,0,0.0
37130,37130,336,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37131,37131,337,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37132,37132,338,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37133,37133,339,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.19230769
37134,37134,340,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37135,37135,341,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37136,37136,342,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37137,37137,343,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37138,37138,344,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37139,37139,345,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37140,37140,346,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37141,37141,347,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.42307692
37142,37142,348,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37143,37143,349,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37144,37144,350,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37145,37145,351,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37146,37146,352,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.76923077
37147,37147,353,7,28-06-2015,2074,Open,No,No Holiday,No,0,0.0
37148,37148,354,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37149,37149,355,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37150,37150,356,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37151,37151,357,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37152,37152,358,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37153,37153,359,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37154,37154,360,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37155,37155,361,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37156,37156,362,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37157,37157,363,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37158,37158,364,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37159,37159,365,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37160,37160,366,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37161,37161,367,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37162,37162,368,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37163,37163,369,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37164,37164,370,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37165,37165,371,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37166,37166,372,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37167,37167,373,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37168,37168,374,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37169,37169,375,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37170,37170,376,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37171,37171,377,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37172,37172,378,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37173,37173,379,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37174,37174,380,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37175,37175,381,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37176,37176,382,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37177,37177,383,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37178,37178,384,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37179,37179,385,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37180,37180,386,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37181,37181,387,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.69230769
37182,37182,388,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37183,37183,389,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37184,37184,390,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37185,37185,391,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37186,37186,392,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37187,37187,393,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37188,37188,394,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37189,37189,395,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37190,37190,396,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37191,37191,397,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37192,37192,398,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37193,37193,399,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37194,37194,400,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37195,37195,401,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37196,37196,402,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37197,37197,403,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37198,37198,404,7,28-06-2015,0,Close,No,No Holiday,No,1,2013.19230769
37199,37199,405,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37200,37200,406,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37201,37201,407,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37202,37202,408,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37203,37203,409,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37204,37204,410,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.42307692
37205,37205,411,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37206,37206,412,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37207,37207,413,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37208,37208,414,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37209,37209,415,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37210,37210,416,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37211,37211,417,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37212,37212,418,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37213,37213,419,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37214,37214,420,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37215,37215,421,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.67307692
37216,37216,422,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37217,37217,423,7,28-06-2015,2475,Open,No,No Holiday,No,0,0.0
37218,37218,424,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37219,37219,425,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37220,37220,426,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37221,37221,427,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37222,37222,428,7,28-06-2015,0,Close,No,No Holiday,No,1,2015.44230769
37223,37223,429,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37224,37224,430,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37225,37225,431,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37226,37226,432,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37227,37227,433,7,28-06-2015,218,Open,No,No Holiday,No,0,0.0
37228,37228,434,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37229,37229,435,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37230,37230,436,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37231,37231,437,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37232,37232,438,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37233,37233,439,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37234,37234,440,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37235,37235,441,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37236,37236,442,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37237,37237,443,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37238,37238,444,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37239,37239,445,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37240,37240,446,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37241,37241,447,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37242,37242,448,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37243,37243,449,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37244,37244,450,7,28-06-2015,0,Close,No,No Holiday,No,1,2014.19230769
37245,37245,451,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37246,37246,452,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37247,37247,453,7,28-06-2015,542,Open,No,No Holiday,No,0,0.0
37248,37248,454,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37249,37249,455,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37250,37250,456,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37251,37251,457,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37252,37252,458,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37253,37253,459,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37254,37254,460,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37255,37255,461,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37256,37256,462,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37257,37257,463,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37258,37258,464,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37259,37259,465,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37260,37260,466,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37261,37261,467,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37262,37262,468,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37263,37263,469,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37264,37264,470,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37265,37265,471,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37266,37266,472,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37267,37267,473,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37268,37268,474,7,28-06-2015,0,Close,No,No Holiday,No,1,2011.26923077
37269,37269,475,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37270,37270,476,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37271,37271,477,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37272,37272,478,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37273,37273,479,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37274,37274,480,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37275,37275,481,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37276,37276,482,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37277,37277,483,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37278,37278,484,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37279,37279,485,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37280,37280,486,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37281,37281,487,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37282,37282,488,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37283,37283,489,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37284,37284,490,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37285,37285,491,7,28-06-2015,0,Close,No,No Holiday,No,1,2012.42307692
37286,37286,492,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37287,37287,493,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37288,37288,494,7,28-06-2015,1259,Open,No,No Holiday,No,0,0.0
37289,37289,495,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37290,37290,496,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37291,37291,497,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37292,37292,498,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37293,37293,499,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37294,37294,500,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37295,37295,501,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37296,37296,502,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37297,37297,503,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37298,37298,504,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37299,37299,505,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37300,37300,506,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37301,37301,507,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37302,37302,508,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37303,37303,509,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37304,37304,510,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37305,37305,511,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
37306,37306,512,7,28-06-2015,1434,Open,No,No Holiday,No,1,2013.09615385
37307,37307,513,7,28-06-2015,0,Close,No,No Holiday,No,0,0.0
