,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
50993,819,2,16-06-2015,561,Open,Yes,No Holiday,No,720.0,2014.83333333
50994,820,2,16-06-2015,1246,Open,Yes,No Holiday,No,1650.0,2008.58333333
50995,821,2,16-06-2015,930,Open,Yes,No Holiday,No,1700.0,2009.75
50996,822,2,16-06-2015,622,Open,Yes,No Holiday,No,410.0,2010.91666667
50997,823,2,16-06-2015,696,Open,Yes,No Holiday,No,16210.0,2010.91666667
50998,824,2,16-06-2015,1093,Open,Yes,No Holiday,No,17570.0,2008.58333333
50999,825,2,16-06-2015,678,Open,Yes,No Holiday,No,380.0,2011.41666667
51000,826,2,16-06-2015,904,Open,Yes,No Holiday,No,7980.0,2005.5
51001,827,2,16-06-2015,1677,Open,Yes,No Holiday,No,250.0,2005.08333333
51002,828,2,16-06-2015,677,Open,Yes,No Holiday,No,3290.0,2015.0
51003,829,2,16-06-2015,859,Open,Yes,No Holiday,No,110.0,2008.58333333
51004,830,2,16-06-2015,661,Open,Yes,No Holiday,No,6320.0,2008.58333333
51005,831,2,16-06-2015,2028,Open,Yes,No Holiday,No,800.0,2007.5
51006,832,2,16-06-2015,609,Open,Yes,No Holiday,No,5070.0,2008.58333333
51007,833,2,16-06-2015,550,Open,Yes,No Holiday,No,3290.0,2000.0
51008,834,2,16-06-2015,688,Open,Yes,No Holiday,No,3470.0,2012.25
51009,835,2,16-06-2015,749,Open,Yes,No Holiday,No,2890.0,2008.0
51010,836,2,16-06-2015,917,Open,Yes,No Holiday,No,2720.0,2012.75
51011,837,2,16-06-2015,635,Open,Yes,No Holiday,No,14600.0,2015.33333333
51012,838,2,16-06-2015,957,Open,Yes,No Holiday,No,6890.0,2008.58333333
51013,839,2,16-06-2015,641,Open,Yes,No Holiday,No,240.0,2015.08333333
51014,840,2,16-06-2015,1039,Open,Yes,No Holiday,No,1070.0,2009.75
51015,841,2,16-06-2015,416,Open,Yes,No Holiday,No,27650.0,2004.66666667
51016,842,2,16-06-2015,1222,Open,Yes,No Holiday,No,1200.0,2007.91666667
51017,843,2,16-06-2015,1071,Open,Yes,No Holiday,No,60.0,2006.33333333
51018,844,2,16-06-2015,497,Open,Yes,No Holiday,No,2030.0,2012.75
51019,845,2,16-06-2015,349,Open,Yes,No Holiday,No,7860.0,2005.91666667
51020,846,2,16-06-2015,1033,Open,Yes,No Holiday,No,8860.0,2004.33333333
51021,847,2,16-06-2015,978,Open,Yes,No Holiday,No,190.0,2008.58333333
51022,848,2,16-06-2015,919,Open,Yes,No Holiday,No,370.0,2007.58333333
51023,849,2,16-06-2015,864,Open,Yes,No Holiday,No,5000.0,2008.58333333
51024,850,2,16-06-2015,707,Open,Yes,No Holiday,No,1120.0,2007.41666667
51025,851,2,16-06-2015,459,Open,Yes,No Holiday,No,2330.0,2008.58333333
51026,852,2,16-06-2015,653,Open,Yes,No Holiday,No,940.0,2004.33333333
51027,853,2,16-06-2015,1092,Open,Yes,No Holiday,No,14040.0,2008.58333333
51028,854,2,16-06-2015,635,Open,Yes,No Holiday,No,4770.0,2008.58333333
51029,855,2,16-06-2015,799,Open,Yes,No Holiday,No,3440.0,2008.58333333
51030,856,2,16-06-2015,1026,Open,Yes,No Holiday,No,3020.0,2010.16666667
51031,857,2,16-06-2015,959,Open,Yes,No Holiday,No,6270.0,2005.66666667
51032,858,2,16-06-2015,512,Open,Yes,No Holiday,No,3370.0,2009.0
51033,859,2,16-06-2015,811,Open,Yes,No Holiday,No,21770.0,2015.58333333
51034,860,2,16-06-2015,833,Open,Yes,No Holiday,No,5980.0,2010.16666667
51035,861,2,16-06-2015,632,Open,Yes,No Holiday,No,740.0,2008.58333333
51036,862,2,16-06-2015,1259,Open,Yes,No Holiday,No,2840.0,2010.25
51037,863,2,16-06-2015,1097,Open,Yes,No Holiday,No,21370.0,2010.91666667
51038,864,2,16-06-2015,686,Open,Yes,No Holiday,No,1020.0,2012.83333333
51039,865,2,16-06-2015,721,Open,Yes,No Holiday,No,2640.0,2008.58333333
51040,866,2,16-06-2015,485,Open,Yes,No Holiday,No,9680.0,2008.58333333
51041,867,2,16-06-2015,442,Open,Yes,No Holiday,No,21810.0,2012.75
51042,868,2,16-06-2015,664,Open,Yes,No Holiday,No,1360.0,2005.66666667
51043,869,2,16-06-2015,989,Open,Yes,No Holiday,No,230.0,2001.83333333
51044,870,2,16-06-2015,941,Open,Yes,No Holiday,No,780.0,2009.33333333
51045,871,2,16-06-2015,458,Open,Yes,No Holiday,No,10620.0,2008.58333333
51046,872,2,16-06-2015,844,Open,Yes,No Holiday,No,3860.0,2014.75
51047,873,2,16-06-2015,501,Open,Yes,No Holiday,No,2040.0,2008.91666667
51048,874,2,16-06-2015,528,Open,Yes,No Holiday,No,3210.0,2008.58333333
51049,875,2,16-06-2015,518,Open,Yes,No Holiday,No,5070.0,2007.91666667
51050,876,2,16-06-2015,1457,Open,Yes,No Holiday,No,21790.0,2005.33333333
51051,877,2,16-06-2015,979,Open,Yes,No Holiday,No,29190.0,2008.58333333
51052,878,2,16-06-2015,914,Open,Yes,No Holiday,No,1100.0,2015.0
51053,879,2,16-06-2015,362,Open,Yes,No Holiday,No,,2008.58333333
51054,880,2,16-06-2015,956,Open,Yes,No Holiday,No,4570.0,2008.58333333
51055,881,2,16-06-2015,707,Open,Yes,No Holiday,No,180.0,2008.25
51056,882,2,16-06-2015,839,Open,Yes,No Holiday,No,30.0,2013.33333333
51057,883,2,16-06-2015,559,Open,Yes,No Holiday,No,3200.0,2005.5
51058,884,2,16-06-2015,680,Open,Yes,No Holiday,No,7550.0,2008.58333333
51059,885,2,16-06-2015,818,Open,Yes,No Holiday,No,480.0,2006.0
51060,886,2,16-06-2015,754,Open,Yes,No Holiday,No,12430.0,2004.83333333
51061,887,2,16-06-2015,664,Open,Yes,No Holiday,No,19700.0,2008.58333333
51062,888,2,16-06-2015,818,Open,Yes,No Holiday,No,4450.0,2012.5
51063,889,2,16-06-2015,467,Open,Yes,No Holiday,No,18670.0,2006.0
51064,890,2,16-06-2015,512,Open,Yes,No Holiday,No,4450.0,2008.58333333
51065,891,2,16-06-2015,981,Open,Yes,No Holiday,No,350.0,2008.58333333
51066,892,2,16-06-2015,900,Open,Yes,No Holiday,No,19370.0,2002.33333333
51067,893,2,16-06-2015,920,Open,Yes,No Holiday,No,130.0,2008.58333333
51068,894,2,16-06-2015,1123,Open,Yes,No Holiday,No,190.0,2012.91666667
51069,895,2,16-06-2015,910,Open,Yes,No Holiday,No,4150.0,2008.58333333
51070,896,2,16-06-2015,1078,Open,Yes,No Holiday,No,170.0,2012.75
51071,897,2,16-06-2015,320,Open,Yes,No Holiday,No,3290.0,2007.08333333
51072,898,2,16-06-2015,991,Open,Yes,No Holiday,No,18540.0,2008.58333333
51073,899,2,16-06-2015,737,Open,Yes,No Holiday,No,2590.0,2008.58333333
51074,900,2,16-06-2015,704,Open,Yes,No Holiday,No,3920.0,2005.33333333
51075,901,2,16-06-2015,725,Open,Yes,No Holiday,No,3170.0,2014.33333333
51076,902,2,16-06-2015,603,Open,Yes,No Holiday,No,310.0,2015.41666667
51077,903,2,16-06-2015,821,Open,Yes,No Holiday,No,7290.0,2014.75
51078,904,2,16-06-2015,481,Open,Yes,No Holiday,No,570.0,2013.58333333
51079,905,2,16-06-2015,1200,Open,Yes,No Holiday,No,90.0,2014.5
51080,906,2,16-06-2015,1394,Open,Yes,No Holiday,No,90.0,2010.58333333
51081,907,2,16-06-2015,1011,Open,Yes,No Holiday,No,250.0,2008.58333333
51082,908,2,16-06-2015,420,Open,Yes,No Holiday,No,1980.0,2010.58333333
51083,909,2,16-06-2015,1239,Open,Yes,No Holiday,No,1680.0,2008.58333333
51084,910,2,16-06-2015,644,Open,Yes,No Holiday,No,12480.0,2008.58333333
51085,911,2,16-06-2015,957,Open,Yes,No Holiday,No,16490.0,2008.58333333
51086,912,2,16-06-2015,781,Open,Yes,No Holiday,No,3100.0,2010.41666667
51087,913,2,16-06-2015,1409,Open,Yes,No Holiday,No,280.0,2008.58333333
51088,914,2,16-06-2015,1238,Open,Yes,No Holiday,No,2640.0,2011.33333333
51089,915,2,16-06-2015,522,Open,Yes,No Holiday,No,650.0,2013.25
51090,916,2,16-06-2015,757,Open,Yes,No Holiday,No,90.0,2012.91666667
51091,917,2,16-06-2015,854,Open,Yes,No Holiday,No,7240.0,2010.16666667
51092,918,2,16-06-2015,727,Open,Yes,No Holiday,No,18710.0,2015.33333333
51093,919,2,16-06-2015,826,Open,Yes,No Holiday,No,2620.0,2008.58333333
51094,920,2,16-06-2015,675,Open,Yes,No Holiday,No,850.0,2012.16666667
51095,921,2,16-06-2015,1254,Open,Yes,No Holiday,No,840.0,2006.75
51096,922,2,16-06-2015,780,Open,Yes,No Holiday,No,2110.0,2006.25
51097,923,2,16-06-2015,721,Open,Yes,No Holiday,No,280.0,2008.75
51098,924,2,16-06-2015,496,Open,Yes,No Holiday,No,6420.0,2011.33333333
51099,925,2,16-06-2015,1222,Open,Yes,No Holiday,No,470.0,2007.25
51100,926,2,16-06-2015,633,Open,Yes,No Holiday,No,5150.0,2011.25
51101,927,2,16-06-2015,1080,Open,Yes,No Holiday,No,480.0,2008.58333333
51102,928,2,16-06-2015,775,Open,Yes,No Holiday,No,1090.0,2008.58333333
51103,929,2,16-06-2015,796,Open,Yes,No Holiday,No,4820.0,2013.75
51104,930,2,16-06-2015,1225,Open,Yes,No Holiday,No,70.0,2008.58333333
51105,931,2,16-06-2015,535,Open,Yes,No Holiday,No,1480.0,2011.75
51106,932,2,16-06-2015,846,Open,Yes,No Holiday,No,15700.0,2008.58333333
51107,933,2,16-06-2015,1006,Open,Yes,No Holiday,No,6270.0,2005.16666667
51108,934,2,16-06-2015,769,Open,Yes,No Holiday,No,5460.0,2008.58333333
51109,935,2,16-06-2015,622,Open,Yes,No Holiday,No,22350.0,2010.5
51110,936,2,16-06-2015,927,Open,Yes,No Holiday,No,580.0,2008.16666667
51111,937,2,16-06-2015,628,Open,Yes,No Holiday,No,2810.0,2008.58333333
51112,938,2,16-06-2015,1058,Open,Yes,No Holiday,No,2820.0,2009.75
51113,939,2,16-06-2015,628,Open,Yes,No Holiday,No,1340.0,2008.58333333
51114,940,2,16-06-2015,868,Open,Yes,No Holiday,No,6470.0,2012.75
51115,941,2,16-06-2015,709,Open,Yes,No Holiday,No,1200.0,2012.0
51116,942,2,16-06-2015,496,Open,Yes,No Holiday,No,6860.0,2008.58333333
51117,943,2,16-06-2015,632,Open,Yes,No Holiday,No,18020.0,2008.58333333
51118,944,2,16-06-2015,1165,Open,Yes,No Holiday,No,1670.0,2015.58333333
51119,945,2,16-06-2015,528,Open,Yes,No Holiday,No,12480.0,2011.25
51120,946,2,16-06-2015,624,Open,Yes,No Holiday,No,2220.0,2012.0
51121,947,2,16-06-2015,1106,Open,Yes,No Holiday,No,460.0,2014.25
51122,948,2,16-06-2015,2037,Open,Yes,No Holiday,No,1430.0,2008.58333333
51123,949,2,16-06-2015,561,Open,Yes,No Holiday,No,870.0,2006.25
51124,950,2,16-06-2015,635,Open,Yes,No Holiday,No,8460.0,1994.91666667
51125,951,2,16-06-2015,779,Open,Yes,No Holiday,No,710.0,2008.58333333
51126,952,2,16-06-2015,526,Open,Yes,No Holiday,No,6300.0,2013.83333333
51127,953,2,16-06-2015,688,Open,Yes,No Holiday,No,19830.0,2006.33333333
51128,954,2,16-06-2015,979,Open,Yes,No Holiday,No,390.0,2013.16666667
51129,955,2,16-06-2015,495,Open,Yes,No Holiday,No,1690.0,2009.58333333
51130,956,2,16-06-2015,528,Open,Yes,No Holiday,No,2330.0,2014.83333333
51131,957,2,16-06-2015,1118,Open,Yes,No Holiday,No,1420.0,2012.91666667
51132,958,2,16-06-2015,555,Open,Yes,No Holiday,No,440.0,2013.91666667
51133,959,2,16-06-2015,903,Open,Yes,No Holiday,No,1060.0,2006.0
51134,960,2,16-06-2015,635,Open,Yes,No Holiday,No,8990.0,2008.58333333
51135,961,2,16-06-2015,753,Open,Yes,No Holiday,No,9430.0,2008.58333333
51136,962,2,16-06-2015,1199,Open,Yes,No Holiday,No,260.0,2008.58333333
51137,963,2,16-06-2015,1488,Open,Yes,No Holiday,No,23620.0,2013.91666667
51138,964,2,16-06-2015,1357,Open,Yes,No Holiday,No,270.0,2008.58333333
51139,965,2,16-06-2015,961,Open,Yes,No Holiday,No,110.0,2008.58333333
51140,966,2,16-06-2015,688,Open,Yes,No Holiday,No,760.0,2008.16666667
51141,967,2,16-06-2015,908,Open,Yes,No Holiday,No,3560.0,2013.75
51142,968,2,16-06-2015,1000,Open,Yes,No Holiday,No,1190.0,2008.58333333
51143,969,2,16-06-2015,816,Open,Yes,No Holiday,No,600.0,1999.91666667
51144,970,2,16-06-2015,505,Open,Yes,No Holiday,No,910.0,2015.0
51145,971,2,16-06-2015,1028,Open,Yes,No Holiday,No,1140.0,2011.41666667
51146,972,2,16-06-2015,462,Open,Yes,No Holiday,No,14960.0,2008.58333333
51147,973,2,16-06-2015,964,Open,Yes,No Holiday,No,330.0,2008.58333333
51148,974,2,16-06-2015,1879,Open,Yes,No Holiday,No,150.0,2011.25
51149,975,2,16-06-2015,817,Open,Yes,No Holiday,No,9630.0,2008.58333333
51150,976,2,16-06-2015,830,Open,Yes,No Holiday,No,4180.0,2008.58333333
51151,977,2,16-06-2015,575,Open,Yes,No Holiday,No,520.0,2005.75
51152,978,2,16-06-2015,1096,Open,Yes,No Holiday,No,3890.0,2008.58333333
51153,979,2,16-06-2015,709,Open,Yes,No Holiday,No,2270.0,2005.91666667
51154,980,2,16-06-2015,601,Open,Yes,No Holiday,No,4420.0,2005.75
51155,981,2,16-06-2015,824,Open,Yes,No Holiday,No,2620.0,2002.91666667
51156,982,2,16-06-2015,794,Open,Yes,No Holiday,No,21930.0,2008.58333333
51157,983,2,16-06-2015,1301,Open,Yes,No Holiday,No,40.0,2014.25
51158,984,2,16-06-2015,818,Open,Yes,No Holiday,No,440.0,2008.58333333
51159,985,2,16-06-2015,759,Open,Yes,No Holiday,No,490.0,2007.41666667
51160,986,2,16-06-2015,777,Open,Yes,No Holiday,No,620.0,2014.83333333
51161,987,2,16-06-2015,956,Open,Yes,No Holiday,No,1690.0,2007.5
51162,988,2,16-06-2015,793,Open,Yes,No Holiday,No,30.0,2012.91666667
51163,989,2,16-06-2015,728,Open,Yes,No Holiday,No,1640.0,2006.5
51164,990,2,16-06-2015,610,Open,Yes,No Holiday,No,20930.0,2008.58333333
51165,991,2,16-06-2015,571,Open,Yes,No Holiday,No,1010.0,2008.58333333
51166,992,2,16-06-2015,813,Open,Yes,No Holiday,No,2480.0,1990.58333333
51167,993,2,16-06-2015,865,Open,Yes,No Holiday,No,3460.0,2013.83333333
51168,994,2,16-06-2015,604,Open,Yes,No Holiday,No,2290.0,2011.58333333
51169,995,2,16-06-2015,791,Open,Yes,No Holiday,No,6560.0,2014.0
51170,996,2,16-06-2015,925,Open,Yes,No Holiday,No,2870.0,2015.58333333
51171,997,2,16-06-2015,395,Open,Yes,No Holiday,No,5840.0,2010.58333333
51172,998,2,16-06-2015,616,Open,Yes,No Holiday,No,780.0,2005.75
51173,999,2,16-06-2015,814,Open,Yes,No Holiday,No,15140.0,2002.16666667
51174,1000,2,16-06-2015,769,Open,Yes,No Holiday,No,2230.0,2009.41666667
51175,1001,2,16-06-2015,765,Open,Yes,No Holiday,No,19640.0,2008.58333333
51176,1002,2,16-06-2015,828,Open,Yes,No Holiday,No,1130.0,2008.91666667
51177,1003,2,16-06-2015,997,Open,Yes,No Holiday,No,170.0,2013.58333333
51178,1004,2,16-06-2015,567,Open,Yes,No Holiday,No,970.0,2008.58333333
51179,1005,2,16-06-2015,1076,Open,Yes,No Holiday,No,6480.0,2008.58333333
51180,1006,2,16-06-2015,952,Open,Yes,No Holiday,No,3890.0,2006.91666667
51181,1007,2,16-06-2015,786,Open,Yes,No Holiday,No,4180.0,2012.75
51182,1008,2,16-06-2015,839,Open,Yes,No Holiday,No,30.0,2010.75
51183,1009,2,16-06-2015,553,Open,Yes,No Holiday,No,230.0,2004.58333333
51184,1010,2,16-06-2015,784,Open,Yes,No Holiday,No,4610.0,2010.5
51185,1011,2,16-06-2015,854,Open,Yes,No Holiday,No,490.0,2012.75
51186,1012,2,16-06-2015,458,Open,Yes,No Holiday,No,6330.0,2004.5
51187,1013,2,16-06-2015,499,Open,Yes,No Holiday,No,630.0,2015.16666667
51188,1014,2,16-06-2015,1538,Open,Yes,No Holiday,No,210.0,2008.58333333
51189,1015,2,16-06-2015,549,Open,Yes,No Holiday,No,9910.0,2011.0
51190,1016,2,16-06-2015,632,Open,Yes,No Holiday,No,550.0,2008.58333333
51191,1017,2,16-06-2015,1134,Open,Yes,No Holiday,No,110.0,2008.91666667
51192,1018,2,16-06-2015,1305,Open,Yes,No Holiday,No,140.0,2012.75
51193,1019,2,16-06-2015,781,Open,Yes,No Holiday,No,2740.0,2014.58333333
51194,1020,2,16-06-2015,1056,Open,Yes,No Holiday,No,40.0,2015.66666667
51195,1021,2,16-06-2015,1178,Open,Yes,No Holiday,No,1080.0,2011.41666667
51196,1022,2,16-06-2015,897,Open,Yes,No Holiday,No,1520.0,2008.58333333
51197,1023,2,16-06-2015,630,Open,Yes,No Holiday,No,3740.0,2002.16666667
51198,1024,2,16-06-2015,780,Open,Yes,No Holiday,No,1990.0,2012.08333333
51199,1025,2,16-06-2015,1044,Open,Yes,No Holiday,No,720.0,2009.91666667
51200,1026,2,16-06-2015,1447,Open,Yes,No Holiday,No,450.0,2011.5
51201,1027,2,16-06-2015,1842,Open,Yes,No Holiday,No,190.0,2008.5
51202,1028,2,16-06-2015,775,Open,Yes,No Holiday,No,150.0,2008.58333333
51203,1029,2,16-06-2015,1011,Open,Yes,No Holiday,No,1590.0,2006.25
51204,1030,2,16-06-2015,426,Open,Yes,No Holiday,No,36410.0,2008.33333333
51205,1031,2,16-06-2015,571,Open,Yes,No Holiday,No,590.0,2001.41666667
51206,1032,2,16-06-2015,1201,Open,Yes,No Holiday,No,270.0,2013.16666667
51207,1033,2,16-06-2015,1527,Open,Yes,No Holiday,No,7680.0,2006.25
51208,1034,2,16-06-2015,993,Open,Yes,No Holiday,No,13750.0,2015.33333333
51209,1035,2,16-06-2015,748,Open,Yes,No Holiday,No,27150.0,2008.58333333
51210,1036,2,16-06-2015,492,Open,Yes,No Holiday,No,9560.0,2008.58333333
51211,1037,2,16-06-2015,888,Open,Yes,No Holiday,No,150.0,2008.58333333
51212,1038,2,16-06-2015,523,Open,Yes,No Holiday,No,17290.0,2013.83333333
51213,1039,2,16-06-2015,1133,Open,Yes,No Holiday,No,70.0,1990.5
51214,1040,2,16-06-2015,951,Open,Yes,No Holiday,No,4030.0,2013.16666667
51215,1041,2,16-06-2015,748,Open,Yes,No Holiday,No,1600.0,2013.66666667
51216,1042,2,16-06-2015,618,Open,Yes,No Holiday,No,3440.0,2008.58333333
51217,1043,2,16-06-2015,1104,Open,Yes,No Holiday,No,420.0,2006.25
51218,1044,2,16-06-2015,939,Open,Yes,No Holiday,No,240.0,2015.33333333
51219,1045,2,16-06-2015,1094,Open,Yes,No Holiday,No,26990.0,2014.0
51220,1046,2,16-06-2015,753,Open,Yes,No Holiday,No,29070.0,2005.33333333
51221,1047,2,16-06-2015,617,Open,Yes,No Holiday,No,3750.0,2008.58333333
51222,1048,2,16-06-2015,652,Open,Yes,No Holiday,No,1860.0,2012.75
51223,1049,2,16-06-2015,790,Open,Yes,No Holiday,No,370.0,2012.58333333
51224,1050,2,16-06-2015,368,Open,Yes,No Holiday,No,13170.0,2014.66666667
51225,1051,2,16-06-2015,1157,Open,Yes,No Holiday,No,200.0,1998.58333333
51226,1052,2,16-06-2015,820,Open,Yes,No Holiday,No,5080.0,2008.58333333
51227,1053,2,16-06-2015,1238,Open,Yes,No Holiday,No,1710.0,2015.58333333
51228,1054,2,16-06-2015,725,Open,Yes,No Holiday,No,13190.0,2008.58333333
51229,1055,2,16-06-2015,1019,Open,Yes,No Holiday,No,1980.0,2009.33333333
51230,1056,2,16-06-2015,430,Open,Yes,No Holiday,No,5350.0,2008.58333333
51231,1057,2,16-06-2015,611,Open,Yes,No Holiday,No,3230.0,2011.91666667
51232,1058,2,16-06-2015,802,Open,Yes,No Holiday,No,180.0,2008.58333333
51233,1059,2,16-06-2015,1170,Open,Yes,No Holiday,No,3380.0,2013.33333333
51234,1060,2,16-06-2015,894,Open,Yes,No Holiday,No,3430.0,2008.58333333
51235,1061,2,16-06-2015,619,Open,Yes,No Holiday,No,8110.0,2008.58333333
51236,1062,2,16-06-2015,657,Open,Yes,No Holiday,No,190.0,2012.75
51237,1063,2,16-06-2015,646,Open,Yes,No Holiday,No,6250.0,2008.58333333
51238,1064,2,16-06-2015,1202,Open,Yes,No Holiday,No,420.0,2008.58333333
51239,1065,2,16-06-2015,570,Open,Yes,No Holiday,No,1290.0,2008.58333333
51240,1066,2,16-06-2015,1204,Open,Yes,No Holiday,No,3350.0,2008.58333333
51241,1067,2,16-06-2015,578,Open,Yes,No Holiday,No,12020.0,2009.58333333
51242,1068,2,16-06-2015,345,Open,Yes,No Holiday,No,5010.0,2008.58333333
51243,1069,2,16-06-2015,957,Open,Yes,No Holiday,No,18050.0,2008.58333333
51244,1070,2,16-06-2015,858,Open,Yes,No Holiday,No,400.0,2008.83333333
51245,1071,2,16-06-2015,835,Open,Yes,No Holiday,No,820.0,2012.25
51246,1072,2,16-06-2015,733,Open,Yes,No Holiday,No,5380.0,2015.66666667
51247,1073,2,16-06-2015,1202,Open,Yes,No Holiday,No,1710.0,2008.58333333
51248,1074,2,16-06-2015,556,Open,Yes,No Holiday,No,3330.0,2001.83333333
51249,1075,2,16-06-2015,1139,Open,Yes,No Holiday,No,1410.0,2013.83333333
51250,1076,2,16-06-2015,651,Open,Yes,No Holiday,No,90.0,2008.58333333
51251,1077,2,16-06-2015,557,Open,Yes,No Holiday,No,3750.0,2001.91666667
51252,1078,2,16-06-2015,608,Open,Yes,No Holiday,No,670.0,2008.58333333
51253,1079,2,16-06-2015,830,Open,Yes,No Holiday,No,16680.0,2008.58333333
51254,1080,2,16-06-2015,956,Open,Yes,No Holiday,No,2410.0,2008.58333333
51255,1081,2,16-06-2015,1261,Open,Yes,No Holiday,No,400.0,2006.25
51256,1082,2,16-06-2015,1034,Open,Yes,No Holiday,No,440.0,2002.33333333
51257,1083,2,16-06-2015,442,Open,Yes,No Holiday,No,11540.0,2008.58333333
51258,1084,2,16-06-2015,867,Open,Yes,No Holiday,No,190.0,2008.58333333
51259,1085,2,16-06-2015,844,Open,Yes,No Holiday,No,4030.0,2015.16666667
51260,1086,2,16-06-2015,828,Open,Yes,No Holiday,No,180.0,2013.91666667
51261,1087,2,16-06-2015,679,Open,Yes,No Holiday,No,2210.0,2011.91666667
51262,1088,2,16-06-2015,615,Open,Yes,No Holiday,No,4300.0,2009.25
51263,1089,2,16-06-2015,1159,Open,Yes,No Holiday,No,5220.0,2009.41666667
51264,1090,2,16-06-2015,1001,Open,Yes,No Holiday,No,330.0,2008.58333333
51265,1091,2,16-06-2015,783,Open,Yes,No Holiday,No,9990.0,2008.58333333
51266,1092,2,16-06-2015,1348,Open,Yes,No Holiday,No,300.0,2000.58333333
51267,1093,2,16-06-2015,885,Open,Yes,No Holiday,No,10450.0,2009.5
51268,1094,2,16-06-2015,435,Open,Yes,No Holiday,No,2380.0,2013.25
51269,1095,2,16-06-2015,733,Open,Yes,No Holiday,No,690.0,2007.5
51270,1096,2,16-06-2015,714,Open,Yes,No Holiday,No,1130.0,2008.58333333
51271,1097,2,16-06-2015,2641,Open,Yes,No Holiday,No,720.0,2002.25
51272,1098,2,16-06-2015,850,Open,Yes,No Holiday,No,1830.0,2004.91666667
51273,1099,2,16-06-2015,1024,Open,Yes,No Holiday,No,200.0,2013.33333333
51274,1100,2,16-06-2015,807,Open,Yes,No Holiday,No,540.0,2008.58333333
51275,1101,2,16-06-2015,1118,Open,Yes,No Holiday,No,4060.0,2012.75
51276,1102,2,16-06-2015,759,Open,Yes,No Holiday,No,850.0,2012.91666667
51277,1103,2,16-06-2015,457,Open,Yes,No Holiday,No,1340.0,2006.83333333
51278,1104,2,16-06-2015,465,Open,Yes,No Holiday,No,260.0,2012.16666667
51279,1105,2,16-06-2015,654,Open,Yes,No Holiday,No,330.0,2008.91666667
51280,1106,2,16-06-2015,614,Open,Yes,No Holiday,No,5330.0,2011.75
51281,1107,2,16-06-2015,786,Open,Yes,No Holiday,No,1400.0,2012.5
51282,1108,2,16-06-2015,796,Open,Yes,No Holiday,No,540.0,2004.33333333
51283,1109,2,16-06-2015,556,Open,Yes,No Holiday,No,3490.0,2011.33333333
51284,1110,2,16-06-2015,694,Open,Yes,No Holiday,No,900.0,2010.75
51285,1111,2,16-06-2015,517,Open,Yes,No Holiday,No,1900.0,2014.5
51286,1112,2,16-06-2015,870,Open,Yes,No Holiday,No,1880.0,2006.33333333
51287,1113,2,16-06-2015,721,Open,Yes,No Holiday,No,9260.0,2008.58333333
51288,1114,2,16-06-2015,3191,Open,Yes,No Holiday,No,870.0,2008.58333333
51289,1115,2,16-06-2015,501,Open,Yes,No Holiday,No,5350.0,2008.58333333
51290,1,1,15-06-2015,586,Open,Yes,No Holiday,No,1270.0,2008.75
51291,2,1,15-06-2015,762,Open,Yes,No Holiday,No,570.0,2007.91666667
51292,3,1,15-06-2015,955,Open,Yes,No Holiday,No,14130.0,2007.0
51293,4,1,15-06-2015,1473,Open,Yes,No Holiday,No,620.0,2009.75
51294,5,1,15-06-2015,747,Open,Yes,No Holiday,No,29910.0,2015.33333333
51295,6,1,15-06-2015,729,Open,Yes,No Holiday,No,310.0,2014.0
51296,7,1,15-06-2015,1203,Open,Yes,No Holiday,No,24000.0,2013.33333333
51297,8,1,15-06-2015,938,Open,Yes,No Holiday,No,7520.0,2014.83333333
51298,9,1,15-06-2015,856,Open,Yes,No Holiday,No,2030.0,2000.66666667
51299,10,1,15-06-2015,721,Open,Yes,No Holiday,No,3160.0,2009.75
51300,11,1,15-06-2015,1209,Open,Yes,No Holiday,No,960.0,2011.91666667
51301,12,1,15-06-2015,1159,Open,Yes,No Holiday,No,1070.0,2008.58333333
51302,13,1,15-06-2015,506,Open,Yes,No Holiday,No,310.0,2008.58333333
51303,14,1,15-06-2015,779,Open,Yes,No Holiday,No,1300.0,2014.25
51304,15,1,15-06-2015,802,Open,Yes,No Holiday,No,4110.0,2010.25
51305,16,1,15-06-2015,1098,Open,Yes,No Holiday,No,3270.0,2008.58333333
51306,17,1,15-06-2015,1036,Open,Yes,No Holiday,No,50.0,2006.0
51307,18,1,15-06-2015,935,Open,Yes,No Holiday,No,13840.0,2010.5
51308,19,1,15-06-2015,858,Open,Yes,No Holiday,No,3240.0,2008.58333333
51309,20,1,15-06-2015,842,Open,Yes,No Holiday,No,2340.0,2009.41666667
51310,21,1,15-06-2015,674,Open,Yes,No Holiday,No,550.0,1999.83333333
51311,22,1,15-06-2015,652,Open,Yes,No Holiday,No,1040.0,2008.58333333
51312,23,1,15-06-2015,723,Open,Yes,No Holiday,No,4060.0,2005.66666667
51313,24,1,15-06-2015,1126,Open,Yes,No Holiday,No,4590.0,2000.25
51314,25,1,15-06-2015,1836,Open,Yes,No Holiday,No,430.0,2003.33333333
51315,26,1,15-06-2015,740,Open,Yes,No Holiday,No,2300.0,2008.58333333
51316,27,1,15-06-2015,1364,Open,Yes,No Holiday,No,60.0,2005.08333333
51317,28,1,15-06-2015,773,Open,Yes,No Holiday,No,1200.0,2014.83333333
51318,29,1,15-06-2015,1059,Open,Yes,No Holiday,No,2170.0,2008.58333333
